"prov.orig","prov.comp","temp","cup","elpd"
"ON","AB",10,"46",-5.12791303199096
"QC","AB",10,"46",-5.5022113219971
"IN","IN",10,"46",-3.55630068721225
"IPU","IN",10,"46",-5.28066657105635
"NB2","IN",10,"46",-11.6119601242261
"ON","IN",10,"46",-6.56479355077972
"QC","IN",10,"46",-8.97900748579301
"IN","IPU",10,"46",-5.78862691402109
"IPU","IPU",10,"46",-3.1975077757601
"NB2","IPU",10,"46",-7.92355450390318
"ON","IPU",10,"46",-5.43671834207722
"QC","IPU",10,"46",-6.01715381046109
"IN","NB2",10,"46",-6.17803881471271
"IPU","NB2",10,"46",-14.0004252363851
"NB2","NB2",10,"46",-3.66894361135819
"ON","NB2",10,"46",-6.8775098076828
"QC","NB2",10,"46",-5.55431007448005
"IN","ON",10,"46",-6.44261447208633
"IPU","ON",10,"46",-15.5827351949977
"NB2","ON",10,"46",-4.88128456844088
"ON","ON",10,"46",-3.62565722707034
"QC","ON",10,"46",-5.66891941257233
"IN","QC",10,"46",-6.54246470555119
"IPU","QC",10,"46",-14.5146011626884
"NB2","QC",10,"46",-4.9618462078613
"ON","QC",10,"46",-7.36129354177063
"QC","QC",10,"46",-2.77792431052268
"IPU","AB",15,"46",-12.8316753205143
"IPU","IN",15,"46",-12.5579439813156
"IPU","IPU",15,"46",-8.43740251755007
"IPU","NB2",15,"46",-31.8463831183306
"IPU","ON",15,"46",-39.3797343624805
"IPU","QC",15,"46",-33.6279488006308
"IN","AB",20,"46",-5.06787396438556
"IPU","AB",20,"46",-6.95119645388868
"NB2","AB",20,"46",-5.9943258491688
"ON","AB",20,"46",-5.58235336324682
"QC","AB",20,"46",-5.63666310766366
"IN","IN",20,"46",-3.38252806781994
"IPU","IN",20,"46",-13.5450391224944
"NB2","IN",20,"46",-10.4119331610683
"ON","IN",20,"46",-5.27025849275477
"QC","IN",20,"46",-12.5603755918263
"IN","IPU",20,"46",-4.12771285727685
"IPU","IPU",20,"46",-11.1707769752023
"NB2","IPU",20,"46",-5.23913963511294
"ON","IPU",20,"46",-5.21114854571713
"QC","IPU",20,"46",-5.1319308958499
"IN","NB2",20,"46",-6.378631853191
"IPU","NB2",20,"46",-12.0997617494385
"NB2","NB2",20,"46",-4.57901520094427
"ON","NB2",20,"46",-10.4344959373073
"QC","NB2",20,"46",-5.26599140844259
"IN","ON",20,"46",-4.95891729794404
"IPU","ON",20,"46",-10.6217725845738
"NB2","ON",20,"46",-5.43632166660305
"ON","ON",20,"46",-4.44595204010937
"QC","ON",20,"46",-4.28578576392458
"IN","QC",20,"46",-5.91186883332818
"IPU","QC",20,"46",-11.6079244379466
"NB2","QC",20,"46",-6.44819429873775
"ON","QC",20,"46",-9.86030682352309
"QC","QC",20,"46",-3.4962364107816
"AB","AB",25,"46",-4.21302132533165
"IN","AB",25,"46",-10.421201246182
"IPU","AB",25,"46",-3.37993210753919
"NB2","AB",25,"46",-4.57795255834955
"ON","AB",25,"46",-4.29583673075793
"QC","AB",25,"46",-7.94250580675582
"AB","IN",25,"46",-6.08846810253902
"IN","IN",25,"46",-7.12782062512465
"IPU","IN",25,"46",-4.25160332575878
"NB2","IN",25,"46",-9.71131343315101
"ON","IN",25,"46",-8.72753988539941
"QC","IN",25,"46",-19.0625517366176
"AB","IPU",25,"46",-7.00486414048623
"IN","IPU",25,"46",-11.2095867171807
"IPU","IPU",25,"46",-2.25622946497509
"NB2","IPU",25,"46",-4.42758998163979
"ON","IPU",25,"46",-3.45444581797561
"QC","IPU",25,"46",-8.25249351700226
"AB","NB2",25,"46",-11.3325508461319
"IN","NB2",25,"46",-11.3345942012183
"IPU","NB2",25,"46",-6.7331384704646
"NB2","NB2",25,"46",-2.36570952121392
"ON","NB2",25,"46",-6.25312024214324
"QC","NB2",25,"46",-6.39218784934511
"AB","ON",25,"46",-10.7725782714683
"IN","ON",25,"46",-9.77869436305384
"IPU","ON",25,"46",-5.46543672184619
"NB2","ON",25,"46",-3.7577781395996
"ON","ON",25,"46",-3.54349618856918
"QC","ON",25,"46",-7.00463756873381
"AB","QC",25,"46",-11.0051681707723
"IN","QC",25,"46",-9.60859908666689
"IPU","QC",25,"46",-5.18390440643969
"NB2","QC",25,"46",-3.38802807111587
"ON","QC",25,"46",-5.16674521259381
"QC","QC",25,"46",-9.09655238923847
"IN","AB",30,"46",-8.82528115207952
"IPU","AB",30,"46",-5.72852600375436
"NB2","AB",30,"46",-6.13996967433659
"ON","AB",30,"46",-5.54394554612597
"QC","AB",30,"46",-5.53373047011251
"IN","IN",30,"46",-7.52000238729314
"IPU","IN",30,"46",-3.49625697015635
"NB2","IN",30,"46",-10.4592844816782
"ON","IN",30,"46",-6.22543168157107
"QC","IN",30,"46",-8.09791455467562
"IN","IPU",30,"46",-9.28431202050317
"IPU","IPU",30,"46",-3.43650057042467
"NB2","IPU",30,"46",-7.53392933529593
"ON","IPU",30,"46",-6.57659054712615
"QC","IPU",30,"46",-4.68055474985561
"IN","NB2",30,"46",-7.34051166060656
"IPU","NB2",30,"46",-12.0816590753319
"NB2","NB2",30,"46",-4.66448935530016
"ON","NB2",30,"46",-8.04981079886635
"QC","NB2",30,"46",-4.96570963569259
"IN","ON",30,"46",-7.95430961666927
"IPU","ON",30,"46",-11.3017163226747
"NB2","ON",30,"46",-4.59829437803256
"ON","ON",30,"46",-3.89910561409042
"QC","ON",30,"46",-4.17898460279377
"IN","QC",30,"46",-7.34420065336882
"IPU","QC",30,"46",-9.83097201383389
"NB2","QC",30,"46",-4.87065079710401
"ON","QC",30,"46",-7.25930323843482
"QC","QC",30,"46",-3.694892347885
"IN","AB",35,"46",-5.06689329929841
"IPU","AB",35,"46",-8.99150629945896
"NB2","AB",35,"46",-7.60591076117268
"ON","AB",35,"46",-5.05612728071603
"QC","AB",35,"46",-8.86662705040241
"IN","IN",35,"46",-5.24695952968812
"IPU","IN",35,"46",-19.4932339945758
"NB2","IN",35,"46",-9.66864437367488
"ON","IN",35,"46",-4.5237480418036
"QC","IN",35,"46",-7.9791364520285
"IN","IPU",35,"46",-4.40008473112617
"IPU","IPU",35,"46",-6.75734061433031
"NB2","IPU",35,"46",-9.81816588805406
"ON","IPU",35,"46",-4.6174044066276
"QC","IPU",35,"46",-10.2644634122825
"IN","NB2",35,"46",-9.11675165000774
"IPU","NB2",35,"46",-36.9182775896252
"NB2","NB2",35,"46",-4.35207829504433
"ON","NB2",35,"46",-9.08893502418154
"QC","NB2",35,"46",-9.44149523732849
"IN","ON",35,"46",-5.28357507599151
"IPU","ON",35,"46",-17.1470730016715
"NB2","ON",35,"46",-5.56487449439182
"ON","ON",35,"46",-3.71684922592877
"QC","ON",35,"46",-7.86123238777862
"IN","QC",35,"46",-5.90952285862836
"IPU","QC",35,"46",-19.5740548938546
"NB2","QC",35,"46",-5.14584084684981
"ON","QC",35,"46",-5.89795151893639
"QC","QC",35,"46",-6.67526630657883
"IN","AB",5,"47",-4.67056152219118
"IPU","AB",5,"47",-4.97782842283339
"NB2","AB",5,"47",-5.02027663351437
"ON","AB",5,"47",-5.38519211815559
"QC","AB",5,"47",-5.4113452904304
"IN","IN",5,"47",-3.50196479940101
"IPU","IN",5,"47",-4.62744494358966
"NB2","IN",5,"47",-6.35271208715764
"ON","IN",5,"47",-6.85267515238898
"QC","IN",5,"47",-11.0710149573723
"IN","IPU",5,"47",-4.32649241877297
"IPU","IPU",5,"47",-3.41962954999895
"NB2","IPU",5,"47",-6.24916858568619
"ON","IPU",5,"47",-4.69625576062679
"QC","IPU",5,"47",-7.89287050791338
"IN","NB2",5,"47",-6.24108544981322
"IPU","NB2",5,"47",-8.19776598984028
"NB2","NB2",5,"47",-4.08503130112663
"ON","NB2",5,"47",-6.17096094031113
"QC","NB2",5,"47",-4.86424413255504
"IN","ON",5,"47",-5.86361329370504
"IPU","ON",5,"47",-7.52495172393367
"NB2","ON",5,"47",-6.18018173079154
"ON","ON",5,"47",-3.92077591764336
"QC","ON",5,"47",-4.48542441176682
"IN","QC",5,"47",-6.83733488226825
"IPU","QC",5,"47",-8.88700006123921
"NB2","QC",5,"47",-6.9802572747914
"ON","QC",5,"47",-6.61825173938805
"QC","QC",5,"47",-3.77599094957542
"IN","AB",10,"47",-5.33440990069977
"IPU","AB",10,"47",-5.56972228281685
"NB2","AB",10,"47",-8.28987882717637
"ON","AB",10,"47",-5.6468970688816
"QC","AB",10,"47",-5.32903144979658
"IN","IN",10,"47",-3.9627996013905
"IPU","IN",10,"47",-4.3888785465706
"NB2","IN",10,"47",-20.1721601802332
"ON","IN",10,"47",-7.8654181124376
"QC","IN",10,"47",-8.10189104236721
"IN","IPU",10,"47",-4.54837826358152
"IPU","IPU",10,"47",-2.57614901273875
"NB2","IPU",10,"47",-14.0679408517261
"ON","IPU",10,"47",-5.08621218306998
"QC","IPU",10,"47",-4.66532551204924
"IN","NB2",10,"47",-7.75900480996645
"IPU","NB2",10,"47",-12.8647023821258
"NB2","NB2",10,"47",-10.695997497836
"ON","NB2",10,"47",-6.7269579936247
"QC","NB2",10,"47",-6.31722523526073
"IN","ON",10,"47",-8.33796436457931
"IPU","ON",10,"47",-15.2581409094007
"NB2","ON",10,"47",-10.4380740222477
"ON","ON",10,"47",-3.84169365795375
"QC","ON",10,"47",-6.28230829809915
"IN","QC",10,"47",-8.18684445836491
"IPU","QC",10,"47",-13.3881463276589
"NB2","QC",10,"47",-9.08245149499107
"ON","QC",10,"47",-6.95950694925412
"QC","QC",10,"47",-3.14715659387269
"IPU","AB",15,"47",-6.69021218240759
"IPU","IN",15,"47",-5.49735560532326
"IPU","IPU",15,"47",-3.90198788257291
"IPU","NB2",15,"47",-15.8578483484099
"IPU","ON",15,"47",-18.1221280701142
"IPU","QC",15,"47",-16.8595097447988
"IN","AB",20,"47",-5.17742885102215
"IPU","AB",20,"47",-5.6548782313112
"NB2","AB",20,"47",-6.63935424235687
"ON","AB",20,"47",-5.59307140871039
"QC","AB",20,"47",-5.53200624390285
"IN","IN",20,"47",-4.30878886655303
"IPU","IN",20,"47",-3.68724153799125
"NB2","IN",20,"47",-16.7519549736695
"ON","IN",20,"47",-10.3064086668032
"QC","IN",20,"47",-12.084122892703
"IN","IPU",20,"47",-4.13584386005307
"IPU","IPU",20,"47",-3.50421592110462
"NB2","IPU",20,"47",-8.83380623727708
"ON","IPU",20,"47",-5.39333091220959
"QC","IPU",20,"47",-5.13348679831222
"IN","NB2",20,"47",-6.11453240132874
"IPU","NB2",20,"47",-11.8348200582355
"NB2","NB2",20,"47",-4.85706869503935
"ON","NB2",20,"47",-7.4212797102404
"QC","NB2",20,"47",-5.53752544372531
"IN","ON",20,"47",-4.81183062604592
"IPU","ON",20,"47",-9.68041750078273
"NB2","ON",20,"47",-4.41687725146164
"ON","ON",20,"47",-4.79878800747612
"QC","ON",20,"47",-4.44053538274201
"IN","QC",20,"47",-5.71035557468018
"IPU","QC",20,"47",-11.2440086159148
"NB2","QC",20,"47",-4.56588505836417
"ON","QC",20,"47",-6.84458373269556
"QC","QC",20,"47",-3.42882830823287
"AB","AB",25,"47",-3.61364737828272
"IN","AB",25,"47",-19.8078985810759
"IPU","AB",25,"47",-4.04186296849209
"NB2","AB",25,"47",-4.57795255834955
"ON","AB",25,"47",-3.50728031409283
"QC","AB",25,"47",-7.35293171272881
"AB","IN",25,"47",-3.9993115736428
"IN","IN",25,"47",-13.6933589564405
"IPU","IN",25,"47",-4.87006107516262
"NB2","IN",25,"47",-9.71131343315101
"ON","IN",25,"47",-4.98376907147196
"QC","IN",25,"47",-13.5841329952558
"AB","IPU",25,"47",-5.88352414017956
"IN","IPU",25,"47",-23.9558232909198
"IPU","IPU",25,"47",-2.72558859201255
"NB2","IPU",25,"47",-4.42758998163979
"ON","IPU",25,"47",-2.94874977224292
"QC","IPU",25,"47",-7.39181243152499
"AB","NB2",25,"47",-12.7585600386012
"IN","NB2",25,"47",-19.5139321235659
"IPU","NB2",25,"47",-9.95922797159495
"NB2","NB2",25,"47",-2.27926013452613
"ON","NB2",25,"47",-6.27445472007842
"QC","NB2",25,"47",-8.6917754469146
"AB","ON",25,"47",-11.9925147796217
"IN","ON",25,"47",-18.2625736985013
"IPU","ON",25,"47",-8.31437348553609
"NB2","ON",25,"47",-3.7577781395996
"ON","ON",25,"47",-2.64812619927333
"QC","ON",25,"47",-10.0265460816672
"AB","QC",25,"47",-13.3135259133087
"IN","QC",25,"47",-17.5893128418477
"IPU","QC",25,"47",-7.98060481074648
"NB2","QC",25,"47",-3.38802807111587
"ON","QC",25,"47",-5.13833844543784
"QC","QC",25,"47",-10.3829040479308
"IN","AB",30,"47",-12.1538367576345
"IPU","AB",30,"47",-5.36376886027077
"NB2","AB",30,"47",-5.4878173105841
"ON","AB",30,"47",-5.8673118526405
"QC","AB",30,"47",-6.12406510934357
"IN","IN",30,"47",-11.5642184032314
"IPU","IN",30,"47",-2.89784024927576
"NB2","IN",30,"47",-6.14594255286287
"ON","IN",30,"47",-7.83333008022618
"QC","IN",30,"47",-8.12962660862171
"IN","IPU",30,"47",-10.7058412850298
"IPU","IPU",30,"47",-2.72047820109312
"NB2","IPU",30,"47",-5.11301510669114
"ON","IPU",30,"47",-6.7331002889189
"QC","IPU",30,"47",-5.57473161492143
"IN","NB2",30,"47",-9.17997326444712
"IPU","NB2",30,"47",-10.2915940926769
"NB2","NB2",30,"47",-3.97567720583575
"ON","NB2",30,"47",-6.09305600345228
"QC","NB2",30,"47",-6.32537393271867
"IN","ON",30,"47",-10.2043727762749
"IPU","ON",30,"47",-9.97040255100104
"NB2","ON",30,"47",-6.3136018793298
"ON","ON",30,"47",-5.18334371453728
"QC","ON",30,"47",-5.97050902662056
"IN","QC",30,"47",-9.81928149847555
"IPU","QC",30,"47",-8.64068039971412
"NB2","QC",30,"47",-5.86365394618907
"ON","QC",30,"47",-5.81087682791833
"QC","QC",30,"47",-4.84955683393698
"IN","AB",35,"47",-7.20740850466374
"IPU","AB",35,"47",-7.276801342167
"NB2","AB",35,"47",-7.4085995733582
"ON","AB",35,"47",-7.05028967140081
"QC","AB",35,"47",-5.40977220135417
"IN","IN",35,"47",-8.36731232054358
"IPU","IN",35,"47",-5.87556737493637
"NB2","IN",35,"47",-11.5962061003564
"ON","IN",35,"47",-8.62356287250038
"QC","IN",35,"47",-6.37891267663677
"IN","IPU",35,"47",-6.71031048957803
"IPU","IPU",35,"47",-6.85554664506348
"NB2","IPU",35,"47",-10.1144865782418
"ON","IPU",35,"47",-9.94755738418737
"QC","IPU",35,"47",-7.76654115406307
"IN","NB2",35,"47",-11.8426200509114
"IPU","NB2",35,"47",-20.6168773135936
"NB2","NB2",35,"47",-4.50191687738947
"ON","NB2",35,"47",-6.39541607555585
"QC","NB2",35,"47",-6.99573589787654
"IN","ON",35,"47",-8.15219273536242
"IPU","ON",35,"47",-12.5693355452426
"NB2","ON",35,"47",-5.6448601249456
"ON","ON",35,"47",-6.94481202923428
"QC","ON",35,"47",-4.5494566055065
"IN","QC",35,"47",-8.55718627228876
"IPU","QC",35,"47",-13.2929650320474
"NB2","QC",35,"47",-5.14624995110074
"ON","QC",35,"47",-5.39266536114553
"QC","QC",35,"47",-4.06536621766758
"IN","AB",5,"48",-11.9932486244714
"IPU","AB",5,"48",-5.23478403962982
"NB2","AB",5,"48",-4.87285026762567
"ON","AB",5,"48",-5.62133657188677
"QC","AB",5,"48",-8.01563259263446
"IN","IN",5,"48",-10.9654883372106
"IPU","IN",5,"48",-4.08072091197627
"NB2","IN",5,"48",-4.95097240992513
"ON","IN",5,"48",-6.82394822235837
"QC","IN",5,"48",-11.7481274713456
"IN","IPU",5,"48",-17.2033147781187
"IPU","IPU",5,"48",-3.15180049348599
"NB2","IPU",5,"48",-3.68532351644294
"ON","IPU",5,"48",-4.15610769714102
"QC","IPU",5,"48",-10.3307041679929
"IN","NB2",5,"48",-8.19240777047411
"IPU","NB2",5,"48",-10.4846074931498
"NB2","NB2",5,"48",-4.51555430378496
"ON","NB2",5,"48",-6.56118215397228
"QC","NB2",5,"48",-8.8387925750815
"IN","ON",5,"48",-8.75758781087744
"IPU","ON",5,"48",-9.85183131426411
"NB2","ON",5,"48",-6.95551101443018
"ON","ON",5,"48",-4.14658220517704
"QC","ON",5,"48",-9.14318090025047
"IN","QC",5,"48",-8.19738857755615
"IPU","QC",5,"48",-11.4700122563016
"NB2","QC",5,"48",-8.26280342122974
"ON","QC",5,"48",-7.34025502851429
"QC","QC",5,"48",-10.0655903052578
"IN","AB",10,"48",-5.98334679194712
"IPU","AB",10,"48",-7.14369990791509
"NB2","AB",10,"48",-5.52213813597366
"ON","AB",10,"48",-5.77079503972979
"QC","AB",10,"48",-5.72901877417405
"IN","IN",10,"48",-4.49034124846337
"IPU","IN",10,"48",-5.67143034439301
"NB2","IN",10,"48",-9.57944017694706
"ON","IN",10,"48",-8.49562267736121
"QC","IN",10,"48",-11.069571890329
"IN","IPU",10,"48",-8.35030331737446
"IPU","IPU",10,"48",-4.17522578682843
"NB2","IPU",10,"48",-5.97639486788777
"ON","IPU",10,"48",-6.62824610209616
"QC","IPU",10,"48",-6.73066954913513
"IN","NB2",10,"48",-5.15693939234615
"IPU","NB2",10,"48",-17.1533807337436
"NB2","NB2",10,"48",-3.73571178369319
"ON","NB2",10,"48",-6.2493566506439
"QC","NB2",10,"48",-5.77231409405841
"IN","ON",10,"48",-5.4159337066971
"IPU","ON",10,"48",-27.0417826450376
"NB2","ON",10,"48",-5.57986826851045
"ON","ON",10,"48",-3.97708159167745
"QC","ON",10,"48",-5.81910824103137
"IN","QC",10,"48",-5.22008162616007
"IPU","QC",10,"48",-18.5027837397602
"NB2","QC",10,"48",-5.82834666600806
"ON","QC",10,"48",-6.53412448060491
"QC","QC",10,"48",-3.74098357527529
"IPU","AB",15,"48",-6.94660019520513
"IPU","IN",15,"48",-4.79083102608123
"IPU","IPU",15,"48",-3.96215322274945
"IPU","NB2",15,"48",-18.5376123783967
"IPU","ON",15,"48",-21.6508726605143
"IPU","QC",15,"48",-19.5425936753633
"IN","AB",20,"48",-5.25892967285407
"IPU","AB",20,"48",-5.28389582288803
"NB2","AB",20,"48",-5.62159436914973
"ON","AB",20,"48",-5.55678131794764
"QC","AB",20,"48",-5.78586859391039
"IN","IN",20,"48",-3.60395485286064
"IPU","IN",20,"48",-5.12543399792525
"NB2","IN",20,"48",-11.5578952129828
"ON","IN",20,"48",-8.4274967914246
"QC","IN",20,"48",-8.11812806173144
"IN","IPU",20,"48",-4.163947967933
"IPU","IPU",20,"48",-2.90014889138129
"NB2","IPU",20,"48",-5.83118093099872
"ON","IPU",20,"48",-3.88377662770028
"QC","IPU",20,"48",-4.33763912601235
"IN","NB2",20,"48",-6.99952718797748
"IPU","NB2",20,"48",-9.12507659268597
"NB2","NB2",20,"48",-3.61685247800539
"ON","NB2",20,"48",-7.34064501582494
"QC","NB2",20,"48",-9.20947421397031
"IN","ON",20,"48",-5.53621843502553
"IPU","ON",20,"48",-7.23050478481325
"NB2","ON",20,"48",-4.30448646749513
"ON","ON",20,"48",-3.73269157974471
"QC","ON",20,"48",-7.5210172678383
"IN","QC",20,"48",-6.64823043588899
"IPU","QC",20,"48",-8.8224420314714
"NB2","QC",20,"48",-4.98553188357508
"ON","QC",20,"48",-7.14653799392193
"QC","QC",20,"48",-6.08148662279269
"AB","AB",25,"48",-4.60525658218687
"IN","AB",25,"48",-3.90628457464265
"IPU","AB",25,"48",-4.51043344859888
"NB2","AB",25,"48",-5.09620882717209
"ON","AB",25,"48",-3.23833761683849
"QC","AB",25,"48",-5.4856853695656
"AB","IN",25,"48",-7.78571751955097
"IN","IN",25,"48",-3.11023793879016
"IPU","IN",25,"48",-4.65805986790427
"NB2","IN",25,"48",-13.4608354044147
"ON","IN",25,"48",-5.52206194076065
"QC","IN",25,"48",-6.83353525461377
"AB","IPU",25,"48",-5.40543738655489
"IN","IPU",25,"48",-3.01921949915604
"IPU","IPU",25,"48",-2.90160659875081
"NB2","IPU",25,"48",-4.76949393273354
"ON","IPU",25,"48",-1.89903175616352
"QC","IPU",25,"48",-7.36928172717454
"AB","NB2",25,"48",-4.45754670971415
"IN","NB2",25,"48",-7.09995425134063
"IPU","NB2",25,"48",-13.2731468939081
"NB2","NB2",25,"48",-2.6437393005417
"ON","NB2",25,"48",-5.2868976624191
"QC","NB2",25,"48",-8.82556904377727
"AB","ON",25,"48",-3.92026462334116
"IN","ON",25,"48",-5.83054688546984
"IPU","ON",25,"48",-13.3457128805214
"NB2","ON",25,"48",-3.37152602519986
"ON","ON",25,"48",-2.1701956096202
"QC","ON",25,"48",-7.97520755732501
"AB","QC",25,"48",-4.4499252518861
"IN","QC",25,"48",-5.62593378389638
"IPU","QC",25,"48",-11.9212577998628
"NB2","QC",25,"48",-3.0396177447112
"ON","QC",25,"48",-4.06888271217414
"QC","QC",25,"48",-4.73716869643339
"IN","AB",30,"48",-5.88702700640895
"IPU","AB",30,"48",-5.07020683083955
"NB2","AB",30,"48",-5.26796553514069
"ON","AB",30,"48",-5.18716294639428
"QC","AB",30,"48",-5.21392769244449
"IN","IN",30,"48",-4.81137050677313
"IPU","IN",30,"48",-2.92032219240569
"NB2","IN",30,"48",-5.83586786899092
"ON","IN",30,"48",-4.68845109555445
"QC","IN",30,"48",-2.96157188088536
"IN","IPU",30,"48",-4.94956018518212
"IPU","IPU",30,"48",-2.47642096146816
"NB2","IPU",30,"48",-5.23143406908259
"ON","IPU",30,"48",-3.96041114406225
"QC","IPU",30,"48",-4.02175406402214
"IN","NB2",30,"48",-5.31083274909985
"IPU","NB2",30,"48",-8.8920086842659
"NB2","NB2",30,"48",-5.01054805232
"ON","NB2",30,"48",-6.27423908206237
"QC","NB2",30,"48",-9.07572758410614
"IN","ON",30,"48",-4.61339362661439
"IPU","ON",30,"48",-8.11543225429679
"NB2","ON",30,"48",-6.86086866547429
"ON","ON",30,"48",-3.35603235780082
"QC","ON",30,"48",-8.38067684820172
"IN","QC",30,"48",-4.81631694993465
"IPU","QC",30,"48",-7.6237254668045
"NB2","QC",30,"48",-7.2501044344621
"ON","QC",30,"48",-5.38676133401224
"QC","QC",30,"48",-3.93026749679948
"IN","AB",35,"48",-8.18204248571689
"IPU","AB",35,"48",-7.19105699940178
"NB2","AB",35,"48",-12.6495108688035
"ON","AB",35,"48",-6.70603103379631
"QC","AB",35,"48",-10.7700833037164
"IN","IN",35,"48",-5.25669337577473
"IPU","IN",35,"48",-6.60036436226262
"NB2","IN",35,"48",-18.9967563529442
"ON","IN",35,"48",-7.89327068336578
"QC","IN",35,"48",-11.1362859624283
"IN","IPU",35,"48",-10.9346111178851
"IPU","IPU",35,"48",-3.8573951498699
"NB2","IPU",35,"48",-15.7780867695298
"ON","IPU",35,"48",-8.40216247324137
"QC","IPU",35,"48",-13.1842944908884
"IN","NB2",35,"48",-6.81196230226827
"IPU","NB2",35,"48",-20.8691923220929
"NB2","NB2",35,"48",-11.6345346546618
"ON","NB2",35,"48",-15.5124599350511
"QC","NB2",35,"48",-11.8545727845531
"IN","ON",35,"48",-6.20410505895703
"IPU","ON",35,"48",-12.8081958252895
"NB2","ON",35,"48",-11.3680639130257
"ON","ON",35,"48",-6.70519712916229
"QC","ON",35,"48",-9.94193790441153
"IN","QC",35,"48",-5.99343938562533
"IPU","QC",35,"48",-12.9996193289604
"NB2","QC",35,"48",-9.88504759076601
"ON","QC",35,"48",-10.5344372208316
"QC","QC",35,"48",-10.4199356056231
"IN","AB",5,"49",-5.07373510025182
"IPU","AB",5,"49",-5.59447725268826
"NB2","AB",5,"49",-5.52827201417684
"ON","AB",5,"49",-4.64996048251741
"QC","AB",5,"49",-6.97467548978667
"IN","IN",5,"49",-5.26561845665584
"IPU","IN",5,"49",-4.07495434511285
"NB2","IN",5,"49",-9.03501402482781
"ON","IN",5,"49",-5.94261818184218
"QC","IN",5,"49",-10.4683961476375
"IN","IPU",5,"49",-5.33963262557487
"IPU","IPU",5,"49",-3.30809525602036
"NB2","IPU",5,"49",-8.89415754872532
"ON","IPU",5,"49",-5.11158052978832
"QC","IPU",5,"49",-8.43551013812022
"IN","NB2",5,"49",-7.90308251650757
"IPU","NB2",5,"49",-11.5970230401944
"NB2","NB2",5,"49",-4.59456174402684
"ON","NB2",5,"49",-6.24515953053892
"QC","NB2",5,"49",-8.37225149956424
"IN","ON",5,"49",-7.65002820007315
"IPU","ON",5,"49",-11.1675210735789
"NB2","ON",5,"49",-5.98728744117504
"ON","ON",5,"49",-3.29122776346117
"QC","ON",5,"49",-8.10857231996297
"IN","QC",5,"49",-8.81938977617741
"IPU","QC",5,"49",-12.6551009363754
"NB2","QC",5,"49",-6.45750392992364
"ON","QC",5,"49",-6.67345845721992
"QC","QC",5,"49",-8.13477276224381
"IN","AB",10,"49",-5.89094099168404
"IPU","AB",10,"49",-5.39628475135441
"NB2","AB",10,"49",-5.26819533030081
"ON","AB",10,"49",-5.50684013073679
"QC","AB",10,"49",-5.45123781683548
"IN","IN",10,"49",-4.54600508367215
"IPU","IN",10,"49",-3.63217477802376
"NB2","IN",10,"49",-7.03192934988307
"ON","IN",10,"49",-5.38478297981728
"QC","IN",10,"49",-8.66342682951772
"IN","IPU",10,"49",-8.45774177014911
"IPU","IPU",10,"49",-2.91356086062194
"NB2","IPU",10,"49",-5.56378587813147
"ON","IPU",10,"49",-3.91011533137178
"QC","IPU",10,"49",-5.84192989249193
"IN","NB2",10,"49",-6.71296052283592
"IPU","NB2",10,"49",-12.1184414824438
"NB2","NB2",10,"49",-3.93150381344764
"ON","NB2",10,"49",-9.90594719194963
